"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.102363292E0,-1.194977921E-1,2.825959325E-3,1.831669539E-1,2.187186352E-1
5.112410292E0,-1.296374488E-1,1.623947203E-2,2.054483539E-1,2.434719998E-1
5.122456292E0,-1.225950623E-1,1.064427137E-2,1.961582977E-1,2.315619303E-1
5.132503292E0,-9.182408988E-2,5.703608036E-2,1.410301638E-1,1.776915446E-1
5.142549292E0,-8.675454478E-2,-1.888884544E-2,2.455889046E-2,9.212099990E-2
5.152596292E0,-1.548489799E-2,1.687974215E-2,1.999221504E-2,3.040388828E-2
5.162642292E0,-1.268904269E-2,-1.866723597E-2,-5.673494875E-2,6.106006807E-2
5.172688500E0,-1.865233471E-2,-8.291936517E-3,-3.817471683E-2,4.328943065E-2
5.182734500E0,1.685138315E-2,-5.101578712E-2,-7.090333700E-2,8.895989460E-2
5.192781500E0,2.273952931E-2,-5.621630073E-2,-8.518282235E-2,1.045632435E-1
5.202827500E0,-7.604303956E-3,-5.805875838E-2,-5.716822743E-2,8.183429044E-2
5.212874500E0,-5.484483629E-2,-3.620362043E-2,-3.233685672E-2,7.324158998E-2
5.222920500E0,-6.773648500E-2,1.250310123E-2,-6.388901711E-2,9.394873840E-2
5.232967500E0,-5.701122969E-2,2.640661061E-2,-1.046867949E-1,1.220938754E-1
5.243013500E0,-4.140881181E-2,7.659267783E-3,-1.152404344E-1,1.226935687E-1
5.253060500E0,-5.351605654E-2,2.680363655E-3,-7.712302029E-2,9.391013212E-2
5.263106500E0,-6.678953757E-2,-1.505307198E-2,-2.848003328E-2,7.415220563E-2
5.273153500E0,-4.139536321E-2,-2.431506157E-2,-5.253547847E-2,7.116723131E-2
5.283199500E0,-3.942777514E-3,-4.930196822E-2,-7.961919665E-2,9.373071023E-2
5.293246500E0,-9.383611679E-3,-2.959217370E-2,-9.439277172E-2,9.936671608E-2
5.303292500E0,-2.906358540E-2,1.419470072E-2,-8.996175170E-2,9.559967727E-2
5.313339500E0,-5.962669839E-2,5.362890780E-2,-3.006696761E-2,8.564709834E-2
5.323385500E0,-9.538532744E-2,6.734355211E-2,8.924605250E-3,1.171032164E-1
5.333432500E0,-7.237712771E-2,8.576111197E-2,3.533940196E-2,1.176532629E-1
5.343478500E0,-4.760950078E-2,1.218694228E-1,3.467457354E-2,1.353556309E-1
5.353525500E0,-6.952602535E-2,9.100606441E-2,1.091031969E-1,1.581754707E-1
5.363571500E0,-8.872535795E-2,1.030729634E-1,2.091975886E-1,2.495192497E-1
5.373618500E0,-1.263445893E-1,1.493261933E-1,2.746887428E-1,3.372168036E-1
5.383664500E0,-1.429199839E-1,1.690447587E-1,2.905428833E-1,3.652634929E-1
5.393711500E0,-7.724551946E-2,1.642880487E-1,1.870296246E-1,2.606482567E-1
5.403757500E0,2.930907710E-3,1.407465738E-1,8.163473189E-2,1.627341934E-1
5.413804500E0,9.741461277E-3,9.778415680E-2,4.699524164E-2,1.089274535E-1
5.423850500E0,9.240345759E-3,3.621414542E-2,6.401414752E-2,7.412596982E-2
5.433897500E0,-2.521904111E-3,-1.047937989E-2,9.550783575E-2,9.611412015E-2
5.443943500E0,3.375305235E-2,-5.966089547E-2,5.454165816E-2,8.759842160E-2
5.453990500E0,3.391121954E-2,-5.925626814E-2,3.427053094E-2,7.639205074E-2
5.464036500E0,9.068739116E-3,-1.597927094E-2,-4.683619738E-3,1.896089193E-2
5.474083500E0,-1.609008481E-2,5.025857270E-2,-4.437335014E-2,6.894787279E-2
5.484129500E0,-1.383861442E-2,1.397443610E-1,-5.697234571E-2,1.515448510E-1
5.494176500E0,3.886818747E-2,1.106690812E-1,-9.415771365E-3,1.176734392E-1
5.504222500E0,7.873216490E-2,5.873177290E-2,1.200257957E-2,9.895573179E-2
5.514269500E0,1.090213358E-1,3.397232294E-2,3.150304377E-2,1.184576387E-1
5.524315500E0,1.091379787E-1,1.108339727E-2,1.151726067E-2,1.103022546E-1
5.534362500E0,6.956490934E-2,-4.838570952E-3,3.751690507E-2,7.918463580E-2
5.544408500E0,5.386835128E-2,-4.356526494E-2,7.509812951E-2,1.021736788E-1
5.554455500E0,3.245789409E-2,-5.689750135E-2,8.703229666E-2,1.089286978E-1
5.564501500E0,2.393265367E-2,-1.442098796E-2,4.265368402E-2,5.099091650E-2
5.574548500E0,5.639931858E-3,1.208561003E-2,1.799188256E-2,2.239595141E-2
5.584594500E0,1.961418341E-2,3.229709566E-2,5.544973075E-2,6.710060521E-2
5.594641500E0,9.007635713E-3,4.470781088E-2,8.172770262E-2,9.359136301E-2
5.604687500E0,1.784043968E-2,9.045291781E-2,3.860331774E-2,9.995112690E-2
5.614734500E0,8.487350464E-2,1.355828977E-1,-1.814391017E-2,1.609827177E-1
5.624780500E0,1.757216942E-1,1.220752448E-1,-1.930516720E-2,2.148328855E-1
5.634827500E0,2.619792348E-1,9.087508678E-2,-9.692286193E-2,2.937438374E-1
5.644873500E0,2.843287548E-1,1.888475239E-2,-1.068964577E-1,3.043457366E-1
5.654920500E0,2.206212938E-1,-2.666973531E-2,-3.985520661E-2,2.257730443E-1
5.664966500E0,1.478898248E-1,-4.013294935E-2,3.765022159E-2,1.577960490E-1
5.675013500E0,8.773834795E-2,-4.347989559E-2,1.513803202E-1,1.802901006E-1
5.685059500E0,2.458666474E-2,-5.500651181E-2,1.853269154E-1,1.948750523E-1
5.695106500E0,-2.016383082E-2,-1.027250540E-1,3.274914390E-1,3.438163164E-1
5.705152500E0,-8.627742112E-2,-9.833730340E-2,5.486196864E-1,5.640013997E-1
5.715199500E0,-1.084638038E-1,-9.129667103E-2,6.938943440E-1,7.082293693E-1
5.725245500E0,-7.327614625E-2,-9.893079579E-2,6.731636256E-1,6.843288411E-1
5.735292500E0,-1.541033685E-3,-4.253732443E-2,6.116526711E-1,6.131319506E-1
5.745338500E0,5.792895019E-2,-7.121908665E-4,5.134288037E-1,5.166869526E-1
5.755385500E0,1.101989651E-1,-1.383334279E-2,4.165381014E-1,4.310906671E-1
5.765431500E0,9.572476745E-2,-4.103166640E-2,3.518632185E-1,3.669530669E-1
5.775478500E0,7.874942333E-2,-2.409462154E-2,2.094390786E-1,2.250483284E-1
5.785524500E0,7.586616129E-2,-3.311862946E-3,7.847080350E-2,1.091984884E-1
5.795571500E0,-2.522790330E-3,-1.535478830E-2,4.334248602E-2,4.605111388E-2
5.805617500E0,-1.040900865E-1,-3.583933890E-2,7.311475396E-2,1.321551042E-1
5.815664500E0,-1.367833310E-1,-9.437406063E-4,5.464047611E-2,1.472961368E-1
5.825710500E0,-8.874289960E-2,8.798305392E-2,3.781511307E-2,1.305614904E-1
5.835757500E0,-7.312091181E-2,8.607101440E-2,-4.357929826E-3,1.130215856E-1
5.845803500E0,-3.712367982E-2,4.800973356E-2,-5.709221363E-2,8.332240381E-2
5.855850500E0,5.388793945E-3,-6.216759682E-3,-8.349005342E-2,8.389443498E-2
5.865896500E0,-9.829169512E-4,-2.107336521E-3,-9.740174890E-2,9.742950108E-2
5.875943500E0,-8.549214005E-2,3.387876749E-2,-8.599558532E-2,1.259043986E-1
5.885989500E0,-1.384834090E-1,9.256142378E-4,2.641187310E-3,1.385116861E-1
5.896036500E0,-1.068353543E-1,1.851930141E-2,1.121864337E-1,1.560210029E-1
5.906082500E0,1.629911363E-2,-3.183224201E-3,-3.207782507E-3,1.691401461E-2
5.916129500E0,1.162762687E-1,2.197851419E-2,-9.517045140E-2,1.518573033E-1
5.926175500E0,1.568062440E-1,8.245275736E-2,-1.770864344E-1,2.504920370E-1
5.936222500E0,1.355627248E-1,4.813252509E-2,-1.360038972E-1,1.979673013E-1
5.946268500E0,9.025643310E-2,-2.727784574E-2,-1.600733757E-2,9.563754200E-2
5.956315500E0,2.825316131E-2,-5.663262248E-2,9.729532957E-2,1.160684118E-1
5.966361500E0,-7.584483722E-2,-4.097377896E-2,2.547930068E-1,2.689809774E-1
5.976408500E0,-6.821449488E-2,-4.934816122E-2,2.627189076E-1,2.758798339E-1
5.986454500E0,7.277133968E-3,-5.997781456E-2,1.596927220E-1,1.707397445E-1
5.996501500E0,5.177767932E-2,-5.336636782E-2,8.733167410E-2,1.146983809E-1
6.006547500E0,4.691308826E-2,-3.433251143E-2,7.421227634E-2,9.427099846E-2
6.016594500E0,4.653506577E-3,-4.722562194E-2,1.476796174E-1,1.551166783E-1
6.026640500E0,-1.230341882E-2,-5.695363462E-2,1.763724893E-1,1.857480703E-1
6.036687500E0,-3.615801215E-2,-7.302587628E-2,1.525012314E-1,1.729069288E-1
6.046733500E0,-4.621365163E-3,-6.860538125E-3,5.615607440E-2,5.676203566E-2
6.056780500E0,1.974604726E-3,1.582665861E-2,-1.787961602E-2,2.395960884E-2
6.066826500E0,-3.696258903E-2,-3.414364636E-2,3.944531679E-3,5.047356639E-2
6.076873500E0,-8.458289802E-2,-7.882806838E-2,5.508077145E-2,1.280703806E-1
6.086919500E0,-8.404787779E-2,-8.424317479E-2,9.967865467E-2,1.552314158E-1
6.096966500E0,-1.133055907E-1,-1.474667788E-1,1.750293839E-1,2.553818571E-1
6.107012500E0,-7.479202777E-2,-1.318400949E-1,1.528462172E-1,2.152617573E-1
6.117059500E0,-5.071847448E-2,-4.922829330E-2,6.696523726E-2,9.736596693E-2
6.127105500E0,7.919761240E-3,-1.742996514E-2,3.535168111E-2,4.020283150E-2
6.137152500E0,2.916795820E-2,2.070732951E-2,-4.767819643E-3,3.608732998E-2
6.147198500E0,4.958524754E-2,6.892814755E-2,-4.631228685E-2,9.671925461E-2
6.157245500E0,5.534945101E-2,5.092223167E-2,-3.235381365E-2,8.187432237E-2
6.167291167E0,3.318733424E-2,5.095731497E-2,2.781871319E-2,6.687247495E-2
6.177338167E0,-5.275357962E-3,4.881255627E-2,8.124355316E-2,9.492633977E-2
6.187384167E0,-5.936911941E-2,1.968172789E-3,1.908636439E-1,1.998937133E-1
6.197431167E0,-7.652572721E-2,-1.620321929E-2,2.729117739E-1,2.839006298E-1
6.207477167E0,-9.023423195E-2,-2.106985688E-2,2.862983894E-1,3.009201277E-1
6.217524167E0,-8.189054757E-2,-2.924777269E-3,2.416572368E-1,2.551721697E-1
6.227570167E0,-6.003219366E-2,1.101498485E-2,1.961436796E-1,2.054203914E-1
6.237617167E0,-3.201028973E-2,2.462087095E-2,1.417669129E-1,1.474065926E-1
6.247663167E0,-2.244804561E-2,1.169677019E-2,1.087219584E-1,1.116297157E-1
6.257710167E0,-4.500017166E-3,-1.005721092E-2,9.326192021E-2,9.391050744E-2
6.267756167E0,3.095340550E-2,2.098097920E-2,1.362635136E-2,3.979940014E-2
6.277803167E0,4.975834340E-2,2.061494350E-2,-5.861833692E-2,7.960513838E-2
6.287849167E0,2.257549664E-2,-3.324960709E-2,-9.387704730E-3,4.127127839E-2
6.297896167E0,2.831660360E-2,-5.068834305E-2,4.214731514E-2,7.174631931E-2
6.307942167E0,5.333830118E-3,-2.412444234E-2,4.333020687E-2,4.987930723E-2
6.317989167E0,-1.099893424E-1,1.319599628E-2,9.407936096E-2,1.453365608E-1
6.328035167E0,-1.648675078E-1,3.144515634E-2,1.843825901E-1,2.493331757E-1
6.338082167E0,-1.030902126E-1,4.855001628E-2,1.916594499E-1,2.229754264E-1
6.348128167E0,-1.998256713E-2,2.251411915E-2,1.315863258E-1,1.349857388E-1
6.358175167E0,1.476158828E-2,7.584306479E-2,1.078682649E-1,1.326862372E-1
6.368221167E0,-1.648640726E-3,1.131722742E-1,1.877435696E-1,2.192221011E-1
6.378268167E0,-2.616804421E-2,6.202317059E-2,2.708769429E-1,2.791163886E-1
6.388314167E0,-3.007826004E-3,4.134273827E-2,2.836583716E-1,2.866711370E-1
6.398361167E0,6.465266347E-3,1.551734090E-2,3.079284096E-1,3.083869209E-1
6.408407167E0,-9.133058488E-3,5.724424124E-3,2.957849121E-1,2.959812427E-1
6.418454167E0,-4.170234203E-3,1.836961269E-2,2.634468859E-1,2.641194715E-1
6.428500167E0,7.180468529E-2,4.447684586E-2,1.825184977E-1,2.011146555E-1
6.438547167E0,1.179240140E-1,1.005241621E-1,7.780012786E-2,1.733898502E-1
6.448594167E0,1.555526009E-1,4.284722686E-2,-1.295742989E-3,1.613510937E-1
6.458640167E0,1.568623772E-1,4.241336346E-2,-5.303892374E-2,1.709322270E-1
6.468687167E0,1.717967507E-1,4.696483612E-2,-5.454165816E-2,1.862648970E-1
6.478733167E0,1.720116359E-1,-2.970970273E-2,-2.933665037E-2,1.770065207E-1
6.488780167E0,1.615445352E-1,-4.714142203E-2,-2.392095923E-3,1.682993542E-1
6.498826167E0,9.753184944E-2,-6.848726749E-2,8.659258604E-2,1.473134190E-1
6.508872167E0,5.447119921E-2,-6.544788480E-2,1.617281377E-1,1.827745270E-1
6.518919167E0,5.889958799E-2,-6.427668750E-2,1.605698043E-1,1.827110179E-1
6.528966167E0,1.021339005E-1,8.334036469E-3,3.817413211E-2,1.093528882E-1
6.539012167E0,1.414274821E-1,5.738106608E-2,-4.569774449E-2,1.593191868E-1
6.549059167E0,2.107620111E-1,1.064427137E-2,-5.872709513E-2,2.190497604E-1
6.559105167E0,2.267368784E-1,-1.776091754E-2,-2.501731217E-2,2.288032520E-1
6.569152167E0,1.852909550E-1,-2.550847828E-2,3.792737961E-2,1.908452425E-1
6.579198167E0,1.303926167E-1,-2.743104279E-2,6.450648308E-2,1.480398019E-1
6.589245167E0,1.209286058E-1,-8.851515055E-3,7.453738153E-2,1.423302437E-1
6.599291167E0,1.008209082E-1,-3.185796976E-2,9.303446352E-2,1.408374850E-1
6.609338167E0,6.817707270E-2,-3.357354283E-2,1.177676010E-1,1.401588523E-1
6.619384167E0,8.792661002E-2,-2.382740378E-3,1.084950864E-1,1.396708630E-1
6.629431167E0,1.397940624E-1,-4.909322262E-3,6.855860353E-2,1.557779299E-1
6.639477167E0,1.840250328E-1,-4.517032564E-2,3.943479180E-2,1.935476009E-1
6.649524167E0,2.011518198E-1,-1.002142596E-1,1.031121397E-1,2.472591066E-1
6.659570167E0,2.119586255E-1,-1.669362527E-1,2.441271007E-1,3.638574071E-1
6.669617167E0,1.966985804E-1,-2.060535407E-1,3.657164419E-1,4.635697456E-1
6.679663167E0,1.391160594E-1,-2.172094434E-1,4.316929150E-1,5.028836776E-1
6.689710167E0,3.653981706E-2,-1.628981656E-1,4.622574806E-1,4.914803648E-1
6.699756167E0,-3.086920559E-2,-1.319266337E-1,4.943399835E-1,5.125715207E-1
6.709803167E0,-2.646712929E-2,-8.749773502E-2,5.385203755E-1,5.462239077E-1
6.719849167E0,-1.595911631E-2,-3.164454639E-2,5.023834133E-1,5.036319735E-1
6.729896167E0,2.672557622E-2,-3.762332439E-2,3.175038099E-1,3.208402099E-1
6.739942167E0,5.598007321E-2,1.074022418E-1,1.286223722E-1,1.766712335E-1
6.749989167E0,-4.689554662E-2,2.094110119E-1,9.842676580E-2,2.360931859E-1
6.760035167E0,-8.063573509E-2,9.060494542E-2,6.914215565E-2,1.396138088E-1
6.770082167E0,-6.234710634E-2,7.128399074E-2,7.877544343E-2,1.231833572E-1
6.780128167E0,-5.740182370E-2,9.613582671E-2,-4.558606267E-2,1.208931580E-1
6.790175167E0,-1.417604810E-1,5.989595354E-2,-5.920890570E-2,1.648916424E-1
6.800221167E0,-2.035085401E-1,1.541127241E-1,-1.103258497E-1,2.780975561E-1
6.810268167E0,-2.042827114E-1,1.712240160E-1,-1.719794762E-1,3.172160621E-1
6.820314167E0,-1.804152725E-1,2.315093940E-1,-2.474337012E-1,3.838876223E-1
6.830361167E0,-1.468101364E-1,1.836242062E-1,-2.503736812E-1,3.434502082E-1
6.840407167E0,-1.274742714E-1,2.127170277E-1,-1.996093243E-1,3.183427494E-1
6.850454167E0,-1.341099840E-1,2.010319519E-1,-1.185160446E-1,2.691568062E-1
6.860500167E0,-1.504521113E-1,2.595450389E-1,-4.396521449E-3,3.000313224E-1
6.870547167E0,-1.511180726E-1,1.382053739E-1,2.927116156E-2,2.068675860E-1
6.880593167E0,-2.349707264E-2,6.824402332E-2,7.624944627E-2,1.049920816E-1
6.890640167E0,2.972223770E-2,4.761212289E-2,1.280464214E-1,1.398077669E-1
6.900686167E0,-4.537731707E-3,6.721608281E-2,7.740777969E-2,1.026185030E-1
6.910733167E0,8.102194369E-3,7.146817803E-2,1.286615485E-1,1.474012893E-1
6.920779167E0,7.714231610E-2,3.635623276E-2,1.018836397E-1,1.328645499E-1
6.930826167E0,1.338892516E-1,-4.618189394E-2,8.961384237E-2,1.675999397E-1
6.940872167E0,-7.047356665E-3,-1.868144470E-1,2.804815793E-1,3.370745009E-1
6.950919167E0,-1.712827805E-1,-1.994824398E-1,5.034382510E-1,5.679622410E-1
6.960965167E0,-2.673554572E-1,-1.062146723E-1,5.542102093E-1,6.244273002E-1
6.971012167E0,-2.535194832E-1,-4.407104909E-2,5.930099934E-1,6.464327019E-1
6.981058167E0,-1.701262012E-1,6.793529034E-2,6.363770378E-1,6.622188930E-1
6.991105167E0,-2.083015393E-1,2.076603556E-1,7.315129906E-1,7.884311067E-1
7.001151167E0,-1.066365489E-1,3.305249745E-1,9.202692980E-1,9.836227392E-1
7.011198167E0,-7.827053636E-2,2.739245117E-1,8.906239146E-1,9.350785380E-1
7.021244167E0,-7.135064900E-3,1.638553548E-1,8.372897065E-1,8.532019333E-1
7.031291167E0,-1.511782989E-1,1.626449811E-1,7.517946428E-1,7.839027063E-1
7.041337167E0,-4.361560947E-1,9.706553400E-2,8.666012138E-1,9.750136002E-1
7.051384167E0,-5.261994150E-1,2.374899262E-1,8.522129703E-1,1.029346509E0
7.061430167E0,-7.790724885E-1,2.249733764E-1,7.451340795E-1,1.101268250E0
7.071477167E0,-4.241374718E-1,2.415151495E-1,8.083454043E-1,9.442692704E-1
7.081523167E0,-2.594851415E-1,6.635829628E-2,4.137267601E-1,4.928547395E-1
7.091570167E0,-5.069804943E-1,4.775140357E-1,-8.427065670E-2,7.015343323E-1
7.101616167E0,-8.916503933E-1,8.475889921E-1,-1.009404838E-2,1.230263961E0
7.111663167E0,-7.202701836E-1,1.216413229E0,1.520925111E-1,1.421823622E0
7.121709167E0,-7.257300943E-1,3.833165610E-1,-8.503383529E-1,1.181816851E0
7.131756167E0,1.260957903E-1,6.794447047E-1,-6.414278626E-1,9.428546855E-1
7.141802167E0,4.415162373E-1,6.138114631E-1,-1.621450442E-1,7.732994991E-1
7.151849167E0,9.587445617E-2,-9.722165465E-2,-7.645117521E-2,1.564887973E-1
7.161895167E0,3.637514850E-1,-2.195307881E-1,1.472551095E-1,4.496587340E-1
7.171943167E0,3.742524996E-1,-3.923376453E-1,3.623712498E-1,6.521554141E-1
7.181989167E0,4.048799229E-1,-7.010402262E-1,3.029699707E-1,8.643934023E-1
7.192036167E0,1.111784614E0,-2.059155464E-2,8.619965315E-3,1.112008698E0
7.202083167E0,4.344399369E-1,-5.762752622E-1,1.588922381E-2,7.218612776E-1
7.212129167E0,-1.016889274E-1,-8.112871385E-1,8.780307662E-1,1.199777265E0
7.222176167E0,-6.208582351E-1,-8.903262913E-1,1.700910594E0,2.017732069E0
7.232222167E0,-4.197888610E-1,-2.241325468E-1,1.357901230E0,1.438872418E0
7.242269167E0,2.048031136E-1,8.807719409E-2,2.419495976E-1,3.290007831E-1
7.252315167E0,5.700473928E-1,4.633859932E-1,-4.076772308E-1,8.401674436E-1
7.262362167E0,7.253131147E-1,5.431677425E-1,-5.460322934E-1,1.057951595E0
7.272408167E0,1.006779950E0,8.598973811E-2,1.357401878E-1,1.019522193E0
7.282455167E0,1.529681901E0,-2.635556442E-1,4.716872853E-1,1.622306133E0
7.292501167E0,1.820356639E0,-7.006315058E-1,7.834871364E-1,2.102007348E0
7.302548167E0,1.384588799E0,-1.003264677E0,1.354964758E0,2.181640587E0
7.312594167E0,4.998264259E-1,-8.126881313E-1,1.858992409E0,2.089531342E0
7.322641167E0,-2.719034216E-1,-5.442179024E-1,2.052359245E0,2.140626793E0
7.332687167E0,-8.235013872E-1,-4.052699322E-1,2.478240613E0,2.642740015E0
7.342734167E0,-1.462569898E0,-7.861008418E-1,3.208911604E0,3.613056729E0
7.352780167E0,-1.301542842E0,-1.611496727E0,3.894240362E0,4.410900528E0
7.362827167E0,-7.220136040E-1,-2.171500357E0,4.194879048E0,4.778464991E0
7.372873167E0,-4.038901354E-1,-2.578332081E0,4.220870506E0,4.962526714E0
7.382920167E0,-2.602338409E-1,-2.713051345E0,3.363944095E0,4.329490631E0
7.392966167E0,4.159124494E-3,-2.795938550E0,2.708681720E0,3.892845532E0
7.403013167E0,-4.237155586E-2,-2.650011928E0,1.940679181E0,3.284903994E0
7.413059167E0,-1.879758868E-1,-2.110672358E0,1.338218333E0,2.506212489E0
7.423106167E0,-1.973235016E-1,-2.282964075E0,1.043837337E0,2.518026592E0
7.433152167E0,-3.240572231E-1,-2.355911014E0,7.239145339E-1,2.485836286E0
7.443199167E0,-2.874926832E-1,-1.851263559E0,2.389084607E-1,1.888625442E0
7.453245167E0,-2.341267540E-1,-1.948512111E0,8.475948393E-2,1.964357135E0
7.463292167E0,-4.701086833E-1,-2.522151448E0,2.721568984E-1,2.579984395E0
7.473338167E0,-5.745006323E-1,-3.121206878E0,6.791318786E-1,3.245489710E0
7.483385167E0,-4.253634502E-1,-3.571344250E0,6.381177539E-1,3.652756231E0
7.493431167E0,-3.450994518E-1,-3.562517878E0,2.778848308E-1,3.589964797E0
7.503478167E0,-7.204013074E-1,-3.338595831E0,-1.850175977E-2,3.415485687E0
7.513524167E0,-9.281229857E-1,-2.999667238E0,-3.366511023E-1,3.157966083E0
7.523571167E0,-1.047648698E0,-2.073606858E0,-1.087257883E0,2.565061968E0
7.533617167E0,-7.703221303E-1,2.481164221E0,-3.042046103E0,4.000452045E0
7.543664167E0,-5.420266584E-1,5.326415849E-1,-4.069739277E0,4.140081852E0
7.553710167E0,-7.228083868E-1,1.900118215E0,-4.137148026E0,4.609652371E0
7.563757167E0,-1.391467171E0,2.588942438E0,-4.473838597E0,5.352946444E0
7.573803167E0,-1.452562681E0,1.886994724E0,-3.469386351E0,4.208007733E0
7.583850167E0,-1.293376620E0,1.867898887E0,-2.272930838E0,3.213733643E0
7.593896167E0,-1.932216505E0,1.215159001E0,-1.703568154E0,2.848195302E0
7.603943167E0,-1.735821103E0,1.068277529E0,-1.776320673E0,2.703628472E0
7.613989167E0,-1.525512251E0,7.614478111E-2,-1.307848479E0,2.010833981E0
7.624036167E0,-1.428011684E0,1.857935232E-1,-1.116119155E0,1.821938136E0
7.634082167E0,-1.146826393E0,-7.853944981E-1,-7.774025238E-1,1.592611056E0
7.644129167E0,-6.162401041E-1,-1.679394595E0,-2.063596424E-1,1.800750503E0
7.654175167E0,-3.514594683E-1,-1.568071210E0,-1.883241981E-2,1.607086102E0